[1] data=5.738382, mean=5.738382, var=0.000000
[995] data=4.453598, mean=2.920410, var=4.917997
[996] data=8.601859, mean=2.926114, var=4.912152
[997] data=4.529933, mean=2.927723, var=4.900405
[998] data=4.036038, mean=2.928834, var=4.890233
[999] data=-0.245831, mean=2.925656, var=4.913984
[1000] data=3.261034, mean=2.925991, var=4.907224
[1001] data=2.295967, mean=2.925362, var=4.906393
[1002] data=1.477992, mean=2.923917, var=4.912018
[1003] data=4.574092, mean=2.925562, var=4.900228
[1004] data=2.651765, mean=2.925290, var=4.897014
[1005] data=-1.331200, mean=2.921054, var=4.934863
[1006] data=-0.749103, mean=2.917406, var=4.964592
[1007] data=1.699536, mean=2.916197, var=4.968174
[1008] data=2.313510, mean=2.915599, var=4.967086
[1009] data=3.367259, mean=2.916046, var=4.959759
[1010] data=-0.654855, mean=2.912511, var=4.988028
[1011] data=2.609831, mean=2.912212, var=4.984925
[1012] data=4.495164, mean=2.913776, var=4.973378
[1013] data=4.231844, mean=2.915077, var=4.962612
[1014] data=1.936882, mean=2.914112, var=4.964273
[1015] data=2.321126, mean=2.913528, var=4.963126
[1016] data=6.883643, mean=2.917436, var=4.950999
[1017] data=4.648462, mean=2.919138, var=4.939160
[1018] data=-1.053327, mean=2.915235, var=4.972517
[1019] data=4.544644, mean=2.916834, var=4.960932
[1020] data=3.435643, mean=2.917343, var=4.953371
[1021] data=1.276793, mean=2.915736, var=4.960507
[1022] data=4.679176, mean=2.917462, var=4.948648
[1023] data=2.676266, mean=2.917226, var=4.945240
[1024] data=5.610263, mean=2.919856, var=4.932165
[1025] data=5.458076, mean=2.922332, var=4.919194
[1026] data=4.955459, mean=2.924314, var=4.906861
[1027] data=4.121403, mean=2.925479, var=4.896672
[1028] data=-2.186903, mean=2.920506, var=4.946325
[1029] data=1.707854, mean=2.919328, var=4.949814
[1030] data=6.457437, mean=2.922763, var=4.937121
[1031] data=3.083492, mean=2.922919, var=4.931448
[1032] data=3.854814, mean=2.923822, var=4.922241
[1033] data=2.083015, mean=2.923008, var=4.922909
[1034] data=1.874961, mean=2.921994, var=4.925123
[1035] data=1.155762, mean=2.920288, var=4.933326
[1036] data=3.767413, mean=2.921105, var=4.924489
[1037] data=0.494213, mean=2.918765, var=4.939055
[1038] data=2.933729, mean=2.918780, var=4.934213
[1039] data=3.072766, mean=2.918928, var=4.928623
[1040] data=5.676246, mean=2.921579, var=4.915732
[1041] data=2.637625, mean=2.921306, var=4.912678
[1042] data=4.422169, mean=2.922747, var=4.901722
[1043] data=2.173588, mean=2.922028, var=4.901750
[1044] data=5.110825, mean=2.924125, var=4.889406
[1045] data=2.528595, mean=2.923746, var=4.887086
[1046] data=5.211178, mean=2.925933, var=4.874643
[1047] data=3.853207, mean=2.926819, var=4.865634
[1048] data=4.384507, mean=2.928210, var=4.854889
[1049] data=6.056618, mean=2.931192, var=4.842141
[1050] data=3.973333, mean=2.932185, var=4.832754
[1051] data=0.461567, mean=2.929834, var=4.847712
[1052] data=1.050049, mean=2.928047, var=4.856907
[1053] data=3.053861, mean=2.928166, var=4.851611
[1054] data=5.027656, mean=2.930158, var=4.839539
[1055] data=6.519158, mean=2.933560, var=4.827240
[1056] data=4.142004, mean=2.934705, var=4.817347
[1057] data=1.924782, mean=2.933749, var=4.819350
[1058] data=7.069300, mean=2.937658, var=4.808038
[1059] data=2.159197, mean=2.936923, var=4.808380
[1060] data=3.774978, mean=2.937714, var=4.799870
[1061] data=4.266550, mean=2.938966, var=4.789662
[1062] data=3.278587, mean=2.939286, var=4.783384
[1063] data=3.066713, mean=2.939406, var=4.778196
[1064] data=4.965455, mean=2.941310, var=4.766383
[1065] data=-0.567914, mean=2.938015, var=4.792796
[1066] data=0.930687, mean=2.936132, var=4.803117
[1067] data=4.666304, mean=2.937753, var=4.791911
[1068] data=5.230548, mean=2.939900, var=4.779747
[1069] data=4.011087, mean=2.940902, var=4.770467
[1070] data=1.838698, mean=2.939872, var=4.773189
[1071] data=4.846564, mean=2.941652, var=4.761672
[1072] data=3.114854, mean=2.941814, var=4.756310
[1073] data=5.103132, mean=2.943828, var=4.744393
[1074] data=4.685311, mean=2.945450, var=4.733265
[1075] data=4.228755, mean=2.946643, var=4.723372
[1076] data=1.066684, mean=2.944896, var=4.732538
[1077] data=0.190149, mean=2.942338, var=4.750214
[1078] data=4.127220, mean=2.943438, var=4.740651
[1079] data=3.855076, mean=2.944283, var=4.732062
[1080] data=-1.047374, mean=2.940587, var=4.764130
[1081] data=5.891122, mean=2.943316, var=4.751739
[1082] data=4.516446, mean=2.944770, var=4.741087
[1083] data=1.115964, mean=2.943081, var=4.749719
[1084] data=1.771505, mean=2.942000, var=4.752951
[1085] data=4.225728, mean=2.943184, var=4.743138
[1086] data=3.690208, mean=2.943871, var=4.735241
[1087] data=4.563257, mean=2.945361, var=4.724538
[1088] data=2.568638, mean=2.945015, var=4.722362
[1089] data=1.443220, mean=2.943636, var=4.728200
[1090] data=5.099215, mean=2.945614, var=4.716496
[1091] data=3.964986, mean=2.946548, var=4.707630
[1092] data=0.553684, mean=2.944357, var=4.721442
[1093] data=2.729719, mean=2.944160, var=4.718319
[1094] data=4.845083, mean=2.945898, var=4.707090
[1095] data=1.563050, mean=2.944635, var=4.711961
[1096] data=7.014925, mean=2.948349, var=4.700919
[1097] data=6.792550, mean=2.951853, var=4.689455
[1098] data=5.504161, mean=2.954178, var=4.677408
[1099] data=5.262363, mean=2.956278, var=4.665604
[1100] data=6.409020, mean=2.959417, var=4.653656
[1101] data=4.757024, mean=2.961049, var=4.642712
[1102] data=3.407868, mean=2.961455, var=4.636283
[1103] data=2.140135, mean=2.960710, var=4.637093
[1104] data=3.403556, mean=2.961111, var=4.630699
[1105] data=4.571784, mean=2.962569, var=4.620235
[1106] data=3.392431, mean=2.962958, var=4.613926
[1107] data=1.811437, mean=2.961917, var=4.617106
[1108] data=6.400087, mean=2.965020, var=4.605240
[1109] data=3.196394, mean=2.965229, var=4.599901
[1110] data=3.672199, mean=2.965866, var=4.592436
[1111] data=2.229311, mean=2.965203, var=4.592715
[1112] data=3.155484, mean=2.965374, var=4.587605
[1113] data=5.292867, mean=2.967465, var=4.575961
[1114] data=0.587524, mean=2.965329, var=4.589585
[1115] data=-0.024989, mean=2.962647, var=4.609351
[1116] data=3.079664, mean=2.962752, var=4.604613
[1117] data=5.612554, mean=2.965124, var=4.592734
[1118] data=3.107685, mean=2.965252, var=4.587889
[1119] data=4.591312, mean=2.966705, var=4.577546
[1120] data=2.767072, mean=2.966527, var=4.574550
[1121] data=1.166684, mean=2.964921, var=4.582863
[1122] data=2.348351, mean=2.964371, var=4.582369
[1123] data=2.760120, mean=2.964190, var=4.579402
[1124] data=2.807320, mean=2.964050, var=4.576176
[1125] data=2.608836, mean=2.963734, var=4.574088
[1126] data=3.469578, mean=2.964183, var=4.567595
[1127] data=2.975799, mean=2.964194, var=4.563481
[1128] data=5.117911, mean=2.966103, var=4.552241
[1129] data=3.933053, mean=2.966960, var=4.543964
[1130] data=4.551301, mean=2.968362, var=4.533855
[1131] data=6.008007, mean=2.971049, var=4.522074
[1132] data=0.831010, mean=2.969159, var=4.533332
[1133] data=-0.627583, mean=2.965984, var=4.559546
[1134] data=4.933922, mean=2.967720, var=4.548659
[1135] data=2.624112, mean=2.967417, var=4.546549
[1136] data=3.645659, mean=2.968014, var=4.539413
[1137] data=1.889961, mean=2.967066, var=4.542060
[1138] data=4.673867, mean=2.968566, var=4.531739
[1139] data=2.907248, mean=2.968512, var=4.528083
[1140] data=6.960391, mean=2.972013, var=4.517312
[1141] data=2.773102, mean=2.971839, var=4.514422
[1142] data=1.433723, mean=2.970492, var=4.520528
[1143] data=5.426082, mean=2.972641, var=4.509098
[1144] data=2.434177, mean=2.972170, var=4.508203
[1145] data=3.662233, mean=2.972773, var=4.501105
[1146] data=1.534608, mean=2.971518, var=4.506427
[1147] data=-1.001336, mean=2.968054, var=4.536784
[1148] data=6.330883, mean=2.970983, var=4.525307
[1149] data=3.283714, mean=2.971255, var=4.519839
[1150] data=-1.500956, mean=2.967367, var=4.556340
[1151] data=1.116779, mean=2.965759, var=4.564877
[1152] data=1.490165, mean=2.964478, var=4.570386
[1153] data=-0.009909, mean=2.961898, var=4.589350
[1154] data=3.787471, mean=2.962614, var=4.581732
[1155] data=0.338621, mean=2.960342, var=4.597154
[1156] data=3.834510, mean=2.961098, var=4.589368
[1157] data=3.769394, mean=2.961796, var=4.581835
[1158] data=-0.366263, mean=2.958923, var=4.604421
[1159] data=-0.452644, mean=2.955979, var=4.627863
[1160] data=4.753489, mean=2.957529, var=4.617508
[1161] data=3.602981, mean=2.958084, var=4.610607
[1162] data=4.640060, mean=2.959532, var=4.600520
[1163] data=1.573422, mean=2.958340, var=4.605256
[1164] data=3.984677, mean=2.959222, var=4.596995
[1165] data=3.074265, mean=2.959321, var=4.592477
[1166] data=3.063065, mean=2.959410, var=4.588022
[1167] data=4.400373, mean=2.960644, var=4.578571
[1168] data=2.826713, mean=2.960530, var=4.575344
[1169] data=3.564624, mean=2.961046, var=4.568687
[1170] data=0.167168, mean=2.958659, var=4.585560
[1171] data=5.997320, mean=2.961253, var=4.574187
[1172] data=5.056350, mean=2.963041, var=4.563454
[1173] data=1.650780, mean=2.961922, var=4.567647
[1174] data=2.480144, mean=2.961512, var=4.566381
[1175] data=5.194316, mean=2.963412, var=4.555494
[1176] data=-0.468413, mean=2.960494, var=4.578885
[1177] data=5.305998, mean=2.962487, var=4.567881
[1178] data=-0.468241, mean=2.959574, var=4.591204
[1179] data=5.979580, mean=2.962136, var=4.579897
[1180] data=2.860159, mean=2.962050, var=4.576535
[1181] data=7.197402, mean=2.965636, var=4.566614
[1182] data=3.503861, mean=2.966091, var=4.560299
[1183] data=4.530813, mean=2.967414, var=4.550677
[1184] data=4.784089, mean=2.968948, var=4.540526
[1185] data=3.861948, mean=2.969702, var=4.532899
[1186] data=3.707554, mean=2.970324, var=4.525846
[1187] data=2.173590, mean=2.969653, var=4.526548
[1188] data=-0.335212, mean=2.966871, var=4.548410
[1189] data=7.834268, mean=2.970964, var=4.540227
[1190] data=-0.341267, mean=2.968181, var=4.562126
[1191] data=3.809290, mean=2.968887, var=4.554704
[1192] data=-1.890630, mean=2.964811, var=4.594827
[1193] data=4.549648, mean=2.966139, var=4.585213
[1194] data=-2.123413, mean=2.961876, var=4.628276
[1195] data=3.087360, mean=2.961981, var=4.623795
[1196] data=4.618193, mean=2.963366, var=4.614029
[1197] data=2.924992, mean=2.963334, var=4.610365
[1198] data=3.172596, mean=2.963509, var=4.605520
[1199] data=-1.110273, mean=2.960111, var=4.635601
[1200] data=4.087907, mean=2.961051, var=4.627242
[1201] data=0.294836, mean=2.958831, var=4.642423
[1202] data=3.225584, mean=2.959053, var=4.637309
[1203] data=9.274910, mean=2.964303, var=4.635539
[1204] data=-0.159166, mean=2.961709, var=4.655133
[1205] data=4.740307, mean=2.963185, var=4.645162
[1206] data=2.229779, mean=2.962577, var=4.645354
[1207] data=7.599754, mean=2.966419, var=4.636565
[1208] data=5.620943, mean=2.968616, var=4.625535
[1209] data=4.358234, mean=2.969765, var=4.616491
[1210] data=-1.392500, mean=2.966160, var=4.649754
[1211] data=-0.137646, mean=2.963597, var=4.669036
[1212] data=4.116151, mean=2.964548, var=4.660650
[1213] data=3.511778, mean=2.964999, var=4.654384
[1214] data=4.431840, mean=2.966208, var=4.645167
[1215] data=2.823021, mean=2.966090, var=4.642058
[1216] data=2.417667, mean=2.965639, var=4.641159
[1217] data=3.968327, mean=2.966463, var=4.633291
[1218] data=3.886783, mean=2.967218, var=4.625706
[1219] data=1.798502, mean=2.966259, var=4.628710
[1220] data=-1.261384, mean=2.962794, var=4.660066
[1221] data=1.617686, mean=2.961693, var=4.664246
[1222] data=3.738730, mean=2.962328, var=4.657162
[1223] data=5.642382, mean=2.964520, var=4.646256
[1224] data=1.792607, mean=2.963562, var=4.649247
[1225] data=1.059088, mean=2.962008, var=4.657608
[1226] data=2.644568, mean=2.961749, var=4.655422
[1227] data=6.892103, mean=2.964952, var=4.645254
[1228] data=2.809116, mean=2.964825, var=4.642242
[1229] data=-1.326515, mean=2.961333, var=4.674096
[1230] data=4.045349, mean=2.962215, var=4.666038
[1231] data=0.539121, mean=2.960246, var=4.678652
[1232] data=2.167169, mean=2.959603, var=4.679170
[1233] data=2.589075, mean=2.959302, var=4.677262
[1234] data=5.208211, mean=2.961124, var=4.666794
[1235] data=3.695640, mean=2.961719, var=4.659935
[1236] data=1.211472, mean=2.960303, var=4.667014
[1237] data=3.492747, mean=2.960734, var=4.660925
[1238] data=0.812064, mean=2.958998, var=4.671144
[1239] data=6.434576, mean=2.961803, var=4.660534
[1240] data=6.007216, mean=2.964259, var=4.649718
[1241] data=0.536219, mean=2.962303, var=4.662295
[1242] data=0.669022, mean=2.960456, var=4.673690
[1243] data=4.714123, mean=2.961867, var=4.664061
[1244] data=2.264331, mean=2.961306, var=4.664018
[1245] data=3.937269, mean=2.962090, var=4.656400
[1246] data=1.257445, mean=2.960722, var=4.663084
[1247] data=0.178615, mean=2.958491, var=4.678731
[1248] data=3.657371, mean=2.959051, var=4.672065
[1249] data=5.094469, mean=2.960761, var=4.661867
[1250] data=5.723013, mean=2.962971, var=4.651167
[1251] data=5.107078, mean=2.964684, var=4.640978
[1252] data=2.135279, mean=2.964022, var=4.641741
[1253] data=4.398785, mean=2.965167, var=4.632900
[1254] data=4.077553, mean=2.966054, var=4.624938
[1255] data=1.626803, mean=2.964987, var=4.629000
[1256] data=-0.035336, mean=2.962598, var=4.646614
[1257] data=1.274879, mean=2.961256, var=4.653122
[1258] data=3.928765, mean=2.962025, var=4.645619
[1259] data=2.104113, mean=2.961343, var=4.646543
[1260] data=5.407069, mean=2.963284, var=4.636117
[1261] data=0.058596, mean=2.960981, var=4.652751
[1262] data=1.587003, mean=2.959892, var=4.656995
[1263] data=0.115911, mean=2.957640, var=4.673010
[1264] data=-0.543559, mean=2.954870, var=4.695355
[1265] data=1.293951, mean=2.953557, var=4.701567
[1266] data=3.928344, mean=2.954327, var=4.694062
[1267] data=6.754205, mean=2.957326, var=4.684043
[1268] data=3.402683, mean=2.957678, var=4.678431
[1269] data=2.974448, mean=2.957691, var=4.674666
[1270] data=6.066497, mean=2.960139, var=4.664126
[1271] data=8.344812, mean=2.964375, var=4.658191
[1272] data=2.832363, mean=2.964272, var=4.655157
[1273] data=1.668491, mean=2.963254, var=4.658842
[1274] data=6.451992, mean=2.965992, var=4.648520
[1275] data=5.483753, mean=2.967967, var=4.638143
[1276] data=1.308086, mean=2.966666, var=4.644373
[1277] data=7.305999, mean=2.970064, var=4.635328
[1278] data=4.012074, mean=2.970879, var=4.627714
[1279] data=3.550021, mean=2.971332, var=4.621671
[1280] data=4.882864, mean=2.972826, var=4.612050
[1281] data=-0.207899, mean=2.970343, var=4.631075
[1282] data=3.107632, mean=2.970450, var=4.626842
[1283] data=2.764110, mean=2.970289, var=4.624223
[1284] data=2.519825, mean=2.969938, var=4.622860
[1285] data=6.765141, mean=2.972891, var=4.612938
[1286] data=7.381930, mean=2.976320, var=4.604091
[1287] data=7.848462, mean=2.980106, var=4.596429
[1288] data=2.253534, mean=2.979541, var=4.596627
[1289] data=5.823853, mean=2.981748, var=4.586198
[1290] data=4.706408, mean=2.983085, var=4.576985
[1291] data=1.956146, mean=2.982290, var=4.578994
[1292] data=2.390062, mean=2.981831, var=4.578450
[1293] data=3.872392, mean=2.982520, var=4.571421
[1294] data=2.362656, mean=2.982041, var=4.571037
[1295] data=2.368415, mean=2.981567, var=4.570620
[1296] data=-0.764203, mean=2.978677, var=4.595111
[1297] data=1.521271, mean=2.977553, var=4.599887
[1298] data=1.385278, mean=2.976326, var=4.605587
[1299] data=7.331164, mean=2.979679, var=4.596693
[1300] data=2.383281, mean=2.979220, var=4.596160
[1301] data=3.137627, mean=2.979342, var=4.591923
[1302] data=2.362212, mean=2.978868, var=4.591508
[1303] data=4.297620, mean=2.979880, var=4.583296
[1304] data=3.863370, mean=2.980557, var=4.576347
[1305] data=7.788704, mean=2.984242, var=4.568599
[1306] data=2.642124, mean=2.983980, var=4.566752
[1307] data=-0.134351, mean=2.981594, var=4.584903
[1308] data=2.927550, mean=2.981553, var=4.581646
[1309] data=6.288759, mean=2.984079, var=4.571446
[1310] data=2.597135, mean=2.983784, var=4.569831
[1311] data=6.370017, mean=2.986367, var=4.559688
[1312] data=5.713434, mean=2.988445, var=4.549476
[1313] data=-0.839551, mean=2.985530, var=4.574553
[1314] data=4.162016, mean=2.986425, var=4.566786
[1315] data=4.075512, mean=2.987253, var=4.559274
[1316] data=1.882869, mean=2.986414, var=4.561741
[1317] data=3.070023, mean=2.986478, var=4.557904
[1318] data=1.213229, mean=2.985132, var=4.564852
[1319] data=6.397181, mean=2.987719, var=4.554784
[1320] data=2.640354, mean=2.987456, var=4.552994
[1321] data=2.667659, mean=2.987214, var=4.551069
[1322] data=6.037295, mean=2.989521, var=4.540890
[1323] data=1.797842, mean=2.988620, var=4.543907
[1324] data=2.756965, mean=2.988445, var=4.541560
[1325] data=5.560274, mean=2.990386, var=4.531533
[1326] data=3.294670, mean=2.990616, var=4.526815
[1327] data=2.142908, mean=2.989977, var=4.527759
[1328] data=3.973249, mean=2.990717, var=4.520656
[1329] data=6.274660, mean=2.993188, var=4.510599
[1330] data=5.011216, mean=2.994706, var=4.501195
[1331] data=0.459657, mean=2.992801, var=4.514025
[1332] data=1.932764, mean=2.992005, var=4.516235
[1333] data=7.712996, mean=2.995547, var=4.508380
[1334] data=2.321252, mean=2.995042, var=4.508365
[1335] data=4.003623, mean=2.995797, var=4.501230
[1336] data=1.539434, mean=2.994707, var=4.505967
[1337] data=5.600540, mean=2.996656, var=4.496012
[1338] data=2.131073, mean=2.996009, var=4.497083
[1339] data=4.548607, mean=2.997169, var=4.488584
[1340] data=0.507849, mean=2.995311, var=4.500971
[1341] data=0.990437, mean=2.993816, var=4.509551
[1342] data=2.723913, mean=2.993615, var=4.507447
[1343] data=0.513344, mean=2.991768, var=4.519705
[1344] data=0.159753, mean=2.989661, var=4.534891
[1345] data=-2.077204, mean=2.985893, var=4.573070
[1346] data=5.337900, mean=2.987641, var=4.563357
[1347] data=2.970123, mean=2.987628, var=4.560047
[1348] data=6.151311, mean=2.989975, var=4.550075
[1349] data=0.933763, mean=2.988451, var=4.558933
[1350] data=1.560108, mean=2.987393, var=4.563380
[1351] data=5.173608, mean=2.989011, var=4.553880
[1352] data=0.984609, mean=2.987528, var=4.562329
[1353] data=2.823211, mean=2.987407, var=4.559701
[1354] data=3.774904, mean=2.987988, var=4.553321
[1355] data=3.453977, mean=2.988332, var=4.548069
[1356] data=-0.309085, mean=2.985901, var=4.567233
[1357] data=0.641852, mean=2.984173, var=4.578211
[1358] data=3.470720, mean=2.984531, var=4.572879
[1359] data=1.667489, mean=2.983562, var=4.576564
[1360] data=3.798640, mean=2.984162, var=4.570116
[1361] data=6.768789, mean=2.986942, var=4.560695
[1362] data=5.284116, mean=2.988629, var=4.551154
[1363] data=6.163076, mean=2.990958, var=4.541297
[1364] data=0.935034, mean=2.989451, var=4.550065
[1365] data=-1.312800, mean=2.986299, var=4.579089
[1366] data=5.564479, mean=2.988186, var=4.569339
[1367] data=4.776583, mean=2.989495, var=4.560526
[1368] data=4.359011, mean=2.990496, var=4.552584
[1369] data=3.981169, mean=2.991219, var=4.545653
[1370] data=4.380819, mean=2.992234, var=4.537683
[1371] data=3.461961, mean=2.992576, var=4.532486
[1372] data=-0.764286, mean=2.989838, var=4.555820
[1373] data=1.588710, mean=2.988818, var=4.560023
[1374] data=4.322140, mean=2.989788, var=4.552204
[1375] data=5.975515, mean=2.991959, var=4.542402
[1376] data=2.447379, mean=2.991564, var=4.541681
[1377] data=2.075683, mean=2.990899, var=4.542964
[1378] data=1.251557, mean=2.989636, var=4.549399
[1379] data=6.272146, mean=2.992017, var=4.539690
[1380] data=2.951061, mean=2.991987, var=4.536579
[1381] data=1.757719, mean=2.991093, var=4.539736
[1382] data=4.088526, mean=2.991887, var=4.532578
[1383] data=0.496038, mean=2.990083, var=4.544581
[1384] data=0.642301, mean=2.988386, var=4.555404
[1385] data=3.248388, mean=2.988574, var=4.551044
[1386] data=2.836151, mean=2.988464, var=4.548433
[1387] data=2.524336, mean=2.988129, var=4.547306
[1388] data=3.862247, mean=2.988759, var=4.540822
[1389] data=4.575353, mean=2.989901, var=4.532544
[1390] data=6.791472, mean=2.992636, var=4.523334
[1391] data=-0.017557, mean=2.990472, var=4.539521
[1392] data=3.307504, mean=2.990700, var=4.534972
[1393] data=0.180869, mean=2.988683, var=4.549424
[1394] data=4.889223, mean=2.990046, var=4.540610
[1395] data=2.371816, mean=2.989603, var=4.540275
[1396] data=4.484481, mean=2.990674, var=4.532228
[1397] data=2.177394, mean=2.990092, var=4.532933
[1398] data=4.664114, mean=2.991289, var=4.524542
[1399] data=0.163460, mean=2.989268, var=4.539091
[1400] data=3.065242, mean=2.989322, var=4.535529
[1401] data=0.631744, mean=2.987639, var=4.546300
[1402] data=4.096689, mean=2.988430, var=4.539213
[1403] data=2.470308, mean=2.988061, var=4.538373
[1404] data=5.314348, mean=2.989718, var=4.529102
[1405] data=1.914560, mean=2.988953, var=4.531269
[1406] data=1.615368, mean=2.987976, var=4.535218
[1407] data=3.170132, mean=2.988105, var=4.531245
[1408] data=5.344610, mean=2.989779, var=4.521978
[1409] data=1.815888, mean=2.988946, var=4.524720
[1410] data=0.341315, mean=2.987068, var=4.537684
[1411] data=6.004120, mean=2.989206, var=4.528154
[1412] data=4.881639, mean=2.990547, var=4.519479
[1413] data=5.715541, mean=2.992475, var=4.510010
[1414] data=1.060520, mean=2.991109, var=4.517622
[1415] data=6.045214, mean=2.993267, var=4.508118
[1416] data=1.813855, mean=2.992434, var=4.510895
[1417] data=0.486527, mean=2.990666, var=4.522706
[1418] data=0.428275, mean=2.988859, var=4.534933
[1419] data=-0.944472, mean=2.986087, var=4.559171
[1420] data=0.774680, mean=2.984530, var=4.568687
[1421] data=0.243323, mean=2.982600, var=4.582251
[1422] data=5.168376, mean=2.984138, var=4.573227
[1423] data=5.501946, mean=2.985907, var=4.563917
[1424] data=0.886348, mean=2.984433, var=4.572596
[1425] data=3.555568, mean=2.984833, var=4.567227
[1426] data=0.967149, mean=2.983418, var=4.575310
[1427] data=1.435474, mean=2.982334, var=4.580244
[1428] data=8.690341, mean=2.986331, var=4.576012
[1429] data=3.153286, mean=2.986448, var=4.572132
[1430] data=6.977489, mean=2.989239, var=4.563411
[1431] data=1.020821, mean=2.987863, var=4.571138
[1432] data=1.368037, mean=2.986732, var=4.576526
[1433] data=4.978519, mean=2.988122, var=4.567806
[1434] data=4.422953, mean=2.989122, var=4.560083
[1435] data=6.034835, mean=2.991245, var=4.550690
[1436] data=4.779831, mean=2.992490, var=4.542304
[1437] data=6.274216, mean=2.994774, var=4.532978
[1438] data=1.877331, mean=2.993997, var=4.535341
[1439] data=3.576360, mean=2.994402, var=4.530005
[1440] data=3.260728, mean=2.994587, var=4.525802
[1441] data=3.362646, mean=2.994842, var=4.521228
[1442] data=5.398646, mean=2.996509, var=4.512123
[1443] data=3.841795, mean=2.997095, var=4.505985
[1444] data=-0.375403, mean=2.994759, var=4.524710
[1445] data=4.530930, mean=2.995822, var=4.516851
[1446] data=5.006393, mean=2.997213, var=4.508199
[1447] data=0.650790, mean=2.995591, var=4.518591
[1448] data=4.222008, mean=2.996438, var=4.511440
[1449] data=3.094820, mean=2.996506, var=4.507927
[1450] data=0.387810, mean=2.994707, var=4.520272
[1451] data=3.557221, mean=2.995095, var=4.515056
[1452] data=5.499347, mean=2.996819, var=4.505942
[1453] data=3.063763, mean=2.996866, var=4.502568
[1454] data=4.431963, mean=2.997853, var=4.494979
[1455] data=4.225651, mean=2.998696, var=4.487871
[1456] data=2.403397, mean=2.998288, var=4.487481
[1457] data=1.265351, mean=2.997098, var=4.493582
[1458] data=6.531830, mean=2.999523, var=4.484545
[1459] data=5.139623, mean=3.000989, var=4.475819
[1460] data=3.783554, mean=3.001525, var=4.469959
[1461] data=1.329973, mean=3.000381, var=4.475668
[1462] data=5.584362, mean=3.002149, var=4.466576
[1463] data=6.718965, mean=3.004689, var=4.457720
[1464] data=7.565609, mean=3.007805, var=4.450169
[1465] data=2.985454, mean=3.007789, var=4.447223
[1466] data=1.016995, mean=3.006431, var=4.455047
[1467] data=0.791556, mean=3.004922, var=4.464416
[1468] data=3.733391, mean=3.005418, var=4.458757
[1469] data=0.635192, mean=3.003804, var=4.469226
[1470] data=2.723175, mean=3.003613, var=4.467385
[1471] data=1.341893, mean=3.002484, var=4.472999
[1472] data=3.879470, mean=3.003080, var=4.466910
[1473] data=2.485610, mean=3.002728, var=4.466166
[1474] data=0.751993, mean=3.001201, var=4.475726
[1475] data=4.120477, mean=3.001960, var=4.468991
[1476] data=3.500914, mean=3.002298, var=4.464105
[1477] data=6.541519, mean=3.004694, var=4.455183
[1478] data=6.700609, mean=3.007195, var=4.446391
[1479] data=2.692223, mean=3.006982, var=4.444731
[1480] data=3.632701, mean=3.007405, var=4.439453
[1481] data=7.775484, mean=3.010624, var=4.432447
[1482] data=1.313300, mean=3.009479, var=4.438284
[1483] data=1.925126, mean=3.008748, var=4.440478
[1484] data=7.230355, mean=3.011593, var=4.432384
[1485] data=-0.412789, mean=3.009287, var=4.451155
[1486] data=1.085128, mean=3.007992, var=4.458431
[1487] data=1.652052, mean=3.007080, var=4.462146
[1488] data=3.312748, mean=3.007285, var=4.457976
[1489] data=2.774018, mean=3.007129, var=4.455960
[1490] data=2.061901, mean=3.006494, var=4.457378
[1491] data=5.852689, mean=3.008403, var=4.448351
[1492] data=5.749007, mean=3.010240, var=4.439360
[1493] data=3.914711, mean=3.010846, var=4.433291
[1494] data=3.015339, mean=3.010849, var=4.430306
[1495] data=6.138922, mean=3.012941, var=4.421296
[1496] data=3.471974, mean=3.013248, var=4.416635
[1497] data=2.059708, mean=3.012611, var=4.418125
[1498] data=0.806027, mean=3.011138, var=4.427285
[1499] data=5.709977, mean=3.012938, var=4.418356
[1500] data=3.615925, mean=3.013340, var=4.413233
[1501] data=3.698955, mean=3.013797, var=4.407857
[1502] data=2.061911, mean=3.013163, var=4.409339
[1503] data=8.862541, mean=3.017055, var=4.405718
[1504] data=3.002493, mean=3.017046, var=4.402847
[1505] data=3.680407, mean=3.017486, var=4.397557
[1506] data=-0.008190, mean=3.015477, var=4.412817
[1507] data=4.505913, mean=3.016466, var=4.405404
[1508] data=1.570372, mean=3.015507, var=4.409645
[1509] data=2.288165, mean=3.015025, var=4.409976
[1510] data=3.262051, mean=3.015189, var=4.406111
[1511] data=1.566357, mean=3.014230, var=4.410357
[1512] data=1.822885, mean=3.013442, var=4.413121
[1513] data=1.485827, mean=3.012433, var=4.417821
[1514] data=2.853760, mean=3.012328, var=4.415551
[1515] data=-1.303306, mean=3.009479, var=4.442053
[1516] data=1.739325, mean=3.008641, var=4.445222
[1517] data=4.877019, mean=3.009873, var=4.437188
[1518] data=3.875986, mean=3.010443, var=4.431328
[1519] data=1.925275, mean=3.009729, var=4.433481
[1520] data=5.362001, mean=3.011277, var=4.424897
[1521] data=5.354927, mean=3.012817, var=4.416326
[1522] data=4.265149, mean=3.013640, var=4.409502
[1523] data=6.426194, mean=3.015881, var=4.400756
[1524] data=6.985725, mean=3.018486, var=4.392504
[1525] data=-0.122714, mean=3.016426, var=4.408504
[1526] data=0.772484, mean=3.014956, var=4.417770
[1527] data=3.495475, mean=3.015270, var=4.413133
[1528] data=3.409865, mean=3.015529, var=4.408791
[1529] data=2.551048, mean=3.015225, var=4.407879
[1530] data=6.161348, mean=3.017281, var=4.399074
